No.,Time,Source,Destination,Protocol,Length,Info
11652,132.058331,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=59554 Ack=1780823 Win=3499 Len=0
11654,132.101001,172.16.64.10,10.80.0.50,TDS,93,Response
11655,132.101089,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11657,132.141078,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=59593 Ack=1781989 Win=3499 Len=0
11659,132.186028,172.16.64.10,10.80.0.50,TDS,93,Response
11661,132.186211,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11662,132.226489,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=59632 Ack=1783155 Win=3499 Len=0
11663,132.269096,172.16.64.10,10.80.0.50,TDS,93,Response
11664,132.269232,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11665,132.309417,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=59671 Ack=1784321 Win=3499 Len=0
11666,132.35181,172.16.64.10,10.80.0.50,TDS,93,Response
11667,132.351922,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11668,132.392116,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=59710 Ack=1785487 Win=3499 Len=0
11669,132.434897,172.16.64.10,10.80.0.50,TDS,93,Response
11670,132.435025,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11671,132.475094,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=59749 Ack=1786653 Win=3499 Len=0
11672,132.518465,172.16.64.10,10.80.0.50,TDS,93,Response
11673,132.518577,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
11674,132.55934,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=59788 Ack=1787819 Win=3499 Len=0
11675,132.601043,172.16.64.10,10.80.0.50,TDS,93,Response
11676,132.601156,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11677,132.641466,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=59827 Ack=1788985 Win=3499 Len=0
11678,132.715585,172.16.64.10,10.80.0.50,TDS,93,Response
11679,132.715699,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11680,132.75612,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=59866 Ack=1790151 Win=3499 Len=0
11681,132.798516,172.16.64.10,10.80.0.50,TDS,93,Response
11682,132.798648,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11683,132.839333,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=59905 Ack=1791317 Win=3499 Len=0
11684,132.882452,172.16.64.10,10.80.0.50,TDS,93,Response
11685,132.882541,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11686,132.922966,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=59944 Ack=1792483 Win=3499 Len=0
11687,132.967031,172.16.64.10,10.80.0.50,TDS,93,Response
11688,132.967144,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11689,133.007348,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=59983 Ack=1793649 Win=3499 Len=0
11690,133.051144,172.16.64.10,10.80.0.50,TDS,93,Response
11691,133.051275,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11692,133.091358,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60022 Ack=1794815 Win=3499 Len=0
11693,133.134419,172.16.64.10,10.80.0.50,TDS,93,Response
11694,133.13454,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11696,133.174935,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60061 Ack=1795981 Win=3499 Len=0
11697,133.220099,172.16.64.10,10.80.0.50,TDS,93,Response
11698,133.22023,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11699,133.260469,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60100 Ack=1797147 Win=3499 Len=0
11700,133.30296,172.16.64.10,10.80.0.50,TDS,93,Response
11701,133.303091,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11702,133.343271,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60139 Ack=1798313 Win=3499 Len=0
11703,133.385962,172.16.64.10,10.80.0.50,TDS,93,Response
11704,133.386132,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11705,133.426192,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60178 Ack=1799479 Win=3499 Len=0
11706,133.472467,172.16.64.10,10.80.0.50,TDS,93,Response
11707,133.472597,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11708,133.513375,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60217 Ack=1800645 Win=3499 Len=0
11709,133.563466,172.16.64.10,10.80.0.50,TDS,93,Response
11710,133.563626,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11711,133.604067,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60256 Ack=1801811 Win=3499 Len=0
11712,133.647606,172.16.64.10,10.80.0.50,TDS,93,Response
11713,133.647721,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
11714,133.688202,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60295 Ack=1802979 Win=3499 Len=0
11715,133.737182,172.16.64.10,10.80.0.50,TDS,93,Response
11716,133.737313,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11717,133.737944,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60334 Ack=1804145 Win=3499 Len=0
11720,133.82924,172.16.64.10,10.80.0.50,TDS,93,Response
11721,133.829355,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11725,133.870084,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60373 Ack=1805311 Win=3499 Len=0
11734,133.937608,172.16.64.10,10.80.0.50,TDS,93,Response
11735,133.937709,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11740,133.978255,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60412 Ack=1806477 Win=3499 Len=0
11746,134.020777,172.16.64.10,10.80.0.50,TDS,93,Response
11747,134.020864,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11751,134.061186,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60451 Ack=1807643 Win=3499 Len=0
11755,134.103035,172.16.64.10,10.80.0.50,TDS,93,Response
11756,134.103148,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11758,134.14352,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60490 Ack=1808809 Win=3499 Len=0
11760,134.18736,172.16.64.10,10.80.0.50,TDS,93,Response
11761,134.187479,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11762,134.228032,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60529 Ack=1809975 Win=3499 Len=0
11763,134.272635,172.16.64.10,10.80.0.50,TDS,93,Response
11764,134.272752,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11765,134.313368,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60568 Ack=1811141 Win=3499 Len=0
11766,134.356443,172.16.64.10,10.80.0.50,TDS,93,Response
11767,134.35659,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
11768,134.397036,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60607 Ack=1812309 Win=3499 Len=0
11769,134.439819,172.16.64.10,10.80.0.50,TDS,93,Response
11770,134.440028,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
11771,134.480344,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60646 Ack=1813477 Win=3499 Len=0
11772,134.526075,172.16.64.10,10.80.0.50,TDS,93,Response
11773,134.526253,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
11774,134.566001,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60685 Ack=1814645 Win=3499 Len=0
11775,134.611553,172.16.64.10,10.80.0.50,TDS,93,Response
11776,134.6117,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11777,134.612442,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60724 Ack=1815811 Win=3499 Len=0
11778,134.695242,172.16.64.10,10.80.0.50,TDS,93,Response
11779,134.695357,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11780,134.736339,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60763 Ack=1816977 Win=3499 Len=0
11781,134.777666,172.16.64.10,10.80.0.50,TDS,93,Response
11782,134.777781,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11783,134.818007,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60802 Ack=1818143 Win=3499 Len=0
11784,134.859733,172.16.64.10,10.80.0.50,TDS,93,Response
11785,134.859875,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11786,134.900314,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60841 Ack=1819309 Win=3499 Len=0
11787,134.940533,172.16.64.10,10.80.0.50,TDS,93,Response
11788,134.940741,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
11789,134.9811,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60880 Ack=1820475 Win=3499 Len=0
11791,135.024288,172.16.64.10,10.80.0.50,TDS,93,Response
11792,135.0244,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11793,135.065214,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60919 Ack=1821641 Win=3499 Len=0
11794,135.111132,172.16.64.10,10.80.0.50,TDS,93,Response
11795,135.111228,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11796,135.151026,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60958 Ack=1822807 Win=3499 Len=0
11798,135.193978,172.16.64.10,10.80.0.50,TDS,93,Response
11799,135.194178,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11800,135.234338,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=60997 Ack=1823973 Win=3499 Len=0
11801,135.280889,172.16.64.10,10.80.0.50,TDS,93,Response
11802,135.281011,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11803,135.321283,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61036 Ack=1825139 Win=3499 Len=0
11804,135.361957,172.16.64.10,10.80.0.50,TDS,93,Response
11805,135.362085,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11806,135.402144,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61075 Ack=1826305 Win=3499 Len=0
11807,135.453032,172.16.64.10,10.80.0.50,TDS,93,Response
11808,135.453144,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call
11809,135.493459,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61114 Ack=1827471 Win=3499 Len=0
11810,135.537541,172.16.64.10,10.80.0.50,TDS,93,Response
11811,135.537692,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11812,135.5784,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61153 Ack=1828637 Win=3499 Len=0
11813,135.630982,172.16.64.10,10.80.0.50,TDS,93,Response
11814,135.6311,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11815,135.671003,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61192 Ack=1829803 Win=3499 Len=0
11816,135.721818,172.16.64.10,10.80.0.50,TDS,93,Response
11817,135.721949,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11818,135.762373,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61231 Ack=1830969 Win=3499 Len=0
11819,135.803794,172.16.64.10,10.80.0.50,TDS,93,Response
11820,135.803907,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
11821,135.843975,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61270 Ack=1832137 Win=3499 Len=0
11823,135.886481,172.16.64.10,10.80.0.50,TDS,93,Response
11824,135.886594,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
11825,135.927309,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61309 Ack=1833305 Win=3499 Len=0
11826,135.984044,172.16.64.10,10.80.0.50,TDS,93,Response
11827,135.984168,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
11829,136.024215,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61348 Ack=1834473 Win=3499 Len=0
11830,136.070499,172.16.64.10,10.80.0.50,TDS,93,Response
11831,136.070614,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11832,136.111303,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61387 Ack=1835639 Win=3499 Len=0
11833,136.153789,172.16.64.10,10.80.0.50,TDS,93,Response
11834,136.153898,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11835,136.194418,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61426 Ack=1836805 Win=3499 Len=0
11836,136.239147,172.16.64.10,10.80.0.50,TDS,93,Response
11837,136.239272,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11838,136.279512,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61465 Ack=1837971 Win=3499 Len=0
11839,136.322565,172.16.64.10,10.80.0.50,TDS,93,Response
11840,136.322691,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11841,136.363203,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61504 Ack=1839137 Win=3499 Len=0
11842,136.407608,172.16.64.10,10.80.0.50,TDS,93,Response
11843,136.407723,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11844,136.447973,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61543 Ack=1840303 Win=3499 Len=0
11845,136.490932,172.16.64.10,10.80.0.50,TDS,93,Response
11846,136.491054,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11847,136.531375,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61582 Ack=1841469 Win=3499 Len=0
11848,136.575333,172.16.64.10,10.80.0.50,TDS,93,Response
11849,136.575476,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11850,136.616003,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61621 Ack=1842635 Win=3499 Len=0
11851,136.658583,172.16.64.10,10.80.0.50,TDS,93,Response
11852,136.658759,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11853,136.699068,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61660 Ack=1843801 Win=3499 Len=0
11854,136.743987,172.16.64.10,10.80.0.50,TDS,93,Response
11855,136.744153,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11856,136.784339,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61699 Ack=1844967 Win=3499 Len=0
11857,136.827352,172.16.64.10,10.80.0.50,TDS,93,Response
11858,136.827587,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11859,136.867944,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61738 Ack=1846133 Win=3499 Len=0
11860,136.911706,172.16.64.10,10.80.0.50,TDS,93,Response
11861,136.911885,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
11862,136.952353,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61777 Ack=1847301 Win=3499 Len=0
11863,136.995842,172.16.64.10,10.80.0.50,TDS,93,Response
11864,136.995972,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11865,136.996824,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61816 Ack=1848467 Win=3499 Len=0
11867,137.077975,172.16.64.10,10.80.0.50,TDS,93,Response
11868,137.078118,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11869,137.117993,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61855 Ack=1849633 Win=3499 Len=0
11870,137.161224,172.16.64.10,10.80.0.50,TDS,93,Response
11871,137.161368,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11873,137.202022,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61894 Ack=1850799 Win=3499 Len=0
11874,137.244569,172.16.64.10,10.80.0.50,TDS,93,Response
11875,137.244716,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11876,137.285213,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61933 Ack=1851965 Win=3499 Len=0
11877,137.329,172.16.64.10,10.80.0.50,TDS,93,Response
11878,137.32913,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11879,137.368954,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=61972 Ack=1853131 Win=3499 Len=0
11880,137.415146,172.16.64.10,10.80.0.50,TDS,93,Response
11881,137.415293,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11882,137.455381,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62011 Ack=1854297 Win=3499 Len=0
11883,137.500111,172.16.64.10,10.80.0.50,TDS,93,Response
11884,137.500261,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11885,137.540351,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62050 Ack=1855463 Win=3499 Len=0
11886,137.583867,172.16.64.10,10.80.0.50,TDS,93,Response
11887,137.583982,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11888,137.624071,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62089 Ack=1856629 Win=3499 Len=0
11889,137.668179,172.16.64.10,10.80.0.50,TDS,93,Response
11890,137.668276,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11891,137.709354,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62128 Ack=1857795 Win=3499 Len=0
11892,137.7687,172.16.64.10,10.80.0.50,TDS,93,Response
11893,137.768875,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11894,137.809174,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62167 Ack=1858961 Win=3499 Len=0
11895,137.852672,172.16.64.10,10.80.0.50,TDS,93,Response
11896,137.852786,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11898,137.892918,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62206 Ack=1860127 Win=3499 Len=0
11899,137.936079,172.16.64.10,10.80.0.50,TDS,93,Response
11900,137.936209,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11901,137.976384,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62245 Ack=1861293 Win=3499 Len=0
11903,138.020283,172.16.64.10,10.80.0.50,TDS,93,Response
11904,138.020395,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11905,138.061036,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62284 Ack=1862459 Win=3499 Len=0
11906,138.104536,172.16.64.10,10.80.0.50,TDS,93,Response
11907,138.104649,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11908,138.14501,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62323 Ack=1863625 Win=3499 Len=0
11909,138.186874,172.16.64.10,10.80.0.50,TDS,93,Response
11910,138.186986,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11911,138.226957,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62362 Ack=1864791 Win=3499 Len=0
11912,138.268837,172.16.64.10,10.80.0.50,TDS,93,Response
11913,138.26895,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11914,138.309023,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62401 Ack=1865957 Win=3499 Len=0
11915,138.354058,172.16.64.10,10.80.0.50,TDS,93,Response
11916,138.354154,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11917,138.39445,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62440 Ack=1867123 Win=3499 Len=0
11918,138.457209,172.16.64.10,10.80.0.50,TDS,93,Response
11919,138.457355,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11920,138.498075,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62479 Ack=1868289 Win=3499 Len=0
11921,138.539858,172.16.64.10,10.80.0.50,TDS,93,Response
11922,138.540015,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11923,138.580365,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62518 Ack=1869455 Win=3499 Len=0
11924,138.624442,172.16.64.10,10.80.0.50,TDS,93,Response
11925,138.624556,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11926,138.665319,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62557 Ack=1870621 Win=3499 Len=0
11927,138.70823,172.16.64.10,10.80.0.50,TDS,93,Response
11928,138.708361,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11929,138.749375,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62596 Ack=1871787 Win=3499 Len=0
11930,138.789733,172.16.64.10,10.80.0.50,TDS,93,Response
11931,138.789842,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11932,138.830217,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62635 Ack=1872953 Win=3499 Len=0
11933,138.870711,172.16.64.10,10.80.0.50,TDS,93,Response
11934,138.870852,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11935,138.91099,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62674 Ack=1874119 Win=3499 Len=0
11936,138.953672,172.16.64.10,10.80.0.50,TDS,93,Response
11937,138.953881,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11938,138.994311,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62713 Ack=1875285 Win=3499 Len=0
11939,139.037511,172.16.64.10,10.80.0.50,TDS,93,Response
11940,139.037653,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11941,139.078355,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62752 Ack=1876451 Win=3499 Len=0
11942,139.119609,172.16.64.10,10.80.0.50,TDS,93,Response
11943,139.119772,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
11944,139.160016,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62791 Ack=1877617 Win=3499 Len=0
11946,139.201449,172.16.64.10,10.80.0.50,TDS,93,Response
11947,139.201589,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
11948,139.242176,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62830 Ack=1878785 Win=3499 Len=0
11949,139.284724,172.16.64.10,10.80.0.50,TDS,93,Response
11950,139.28487,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
11952,139.324964,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62869 Ack=1879953 Win=3499 Len=0
11953,139.366771,172.16.64.10,10.80.0.50,TDS,93,Response
11954,139.366901,10.80.0.50,172.16.64.10,TDS,1222,Remote Procedure Call[Malformed Packet]
11955,139.406926,172.16.64.10,10.80.0.50,TCP,60,1433  >  62548 [ACK] Seq=62908 Ack=1881121 Win=3499 Len=0
11956,139.457486,172.16.64.10,10.80.0.50,TDS,93,Response
11957,139.45761,10.80.0.50,172.16.64.10,TDS,1220,Remote Procedure Call[Malformed Packet]
